date;disel_type1_price;disel_type2_price;disel_type3_price
2021-05-09;4.684;4.472;3.384
2021-05-10;4.684;4.472;3.384
2021-05-11;4.6832;4.4712;3.3776
2021-05-12;4.6888;4.4768;3.3848
2021-05-13;4.6984;4.4864;3.4032
2021-05-14;4.688;4.476;3.3832
2021-05-15;4.692;4.48;3.3792
2021-05-16;4.692;4.48;3.3792
2021-05-17;4.692;4.48;3.3792
2021-05-18;4.6976;4.4856;3.3824
2021-05-19;4.6992;4.4872;3.38
2021-05-20;4.6448;4.4328;3.3632
2021-05-21;4.6488;4.4368;3.356
2021-05-22;4.6376;4.4256;3.3456
2021-05-23;4.6376;4.4256;3.3456
2021-05-24;4.6376;4.4256;3.3456
2021-05-25;4.6512;4.4392;3.3424
2021-05-26;4.6512;4.4392;3.3392
2021-05-27;4.6608;4.4488;3.3472
2021-05-28;4.6656;4.4536;3.36
2021-05-29;4.6752;4.4632;3.3624
2021-05-30;4.6752;4.4632;3.3624
2021-05-31;4.6752;4.4632;3.3624
2021-06-01;4.6752;4.4632;3.3624
2021-06-02;4.688;4.476;3.3728
2021-06-03;4.7024;4.4904;3.3896
2021-06-04;4.7024;4.4904;3.3896
2021-06-05;4.7024;4.4904;3.3896
2021-06-06;4.7024;4.4904;3.3896
2021-06-07;4.7024;4.4904;3.3896
2021-06-08;4.7288;4.5168;3.404
2021-06-09;4.7304;4.5184;3.4024
2021-06-10;4.728;4.516;3.4024
2021-06-11;4.736;4.524;3.4232
2021-06-12;4.7432;4.5312;3.4224
2021-06-13;4.7432;4.5312;3.4224
2021-06-14;4.7432;4.5312;3.4224
2021-06-15;4.7536;4.5416;3.4544
2021-06-16;4.7608;4.5488;3.468
2021-06-17;4.7768;4.5648;3.488
2021-06-18;4.7872;4.5752;3.4848
2021-06-19;4.7928;4.5808;3.4984
2021-06-20;4.7928;4.5808;3.4984
2021-06-21;4.7928;4.5808;3.4984
2021-06-22;4.7976;4.5856;3.5104
2021-06-23;4.8112;4.5992;3.5184
2021-06-24;4.8192;4.6072;3.5216
2021-06-25;4.8232;4.6112;3.52
2021-06-26;4.8224;4.6104;3.5176
2021-06-27;4.8224;4.6104;3.5176
2021-06-28;4.8224;4.6104;3.5176
2021-06-29;4.8168;4.6048;3.5136
2021-06-30;4.816;4.604;3.5104
2021-07-01;4.8144;4.6024;3.5064
2021-07-02;4.8304;4.6184;3.5304
2021-07-03;4.8504;4.6384;3.5504
2021-07-04;4.8504;4.6384;3.5504
2021-07-05;4.8504;4.6384;3.5504
2021-07-06;4.8672;4.6552;3.5488
2021-07-07;4.856;4.644;3.5352
2021-07-08;4.8296;4.6176;3.524
2021-07-09;4.8144;4.6024;3.52
2021-07-10;4.828;4.616;3.5576
2021-07-11;4.828;4.616;3.5576
2021-07-12;4.828;4.616;3.5576
2021-07-13;4.8432;4.6312;3.5504
2021-07-14;4.8576;4.6456;3.5672
2021-07-15;4.8656;4.6536;3.588
2021-07-16;4.8656;4.6536;3.5656
2021-07-17;4.86;4.648;3.5592
2021-07-18;4.86;4.648;3.5592
2021-07-19;4.86;4.648;3.5592
2021-07-20;4.8176;4.6056;3.5376
2021-07-21;4.7912;4.5792;3.5152
2021-07-22;4.7824;4.5704;3.512
2021-07-23;4.8064;4.5944;3.5224
2021-07-24;4.8352;4.6232;3.5424
2021-07-25;4.8352;4.6232;3.5424
2021-07-26;4.8352;4.6232;3.5424
2021-07-27;4.8496;4.6376;3.5456
2021-07-28;4.8608;4.6488;3.5528
2021-07-29;4.864;4.652;3.5496
2021-07-30;4.864;4.652;3.5568
2021-07-31;4.8712;4.6592;3.5568
2021-08-01;4.8712;4.6592;3.5568
2021-08-02;4.8712;4.6592;3.5568
2021-08-03;4.8592;4.6472;3.5456
2021-08-04;4.8384;4.6264;3.5344
2021-08-05;4.812;4.6;3.5208
2021-08-06;4.7992;4.5872;3.508
2021-08-07;4.7992;4.5872;3.4936
2021-08-08;4.7992;4.5872;3.4936
2021-08-09;4.7992;4.5872;3.4936
2021-08-10;4.772;4.56;3.4816
2021-08-11;4.7984;4.5864;3.5016
2021-08-12;4.8048;4.5928;3.5024
2021-08-13;4.8128;4.6008;3.516
2021-08-14;4.8304;4.6184;3.512
2021-08-15;4.8304;4.6184;3.512
2021-08-16;4.8304;4.6184;3.512
2021-08-17;4.8224;4.6104;3.4992
2021-08-18;4.816;4.604;3.4944
2021-08-19;4.8128;4.6008;3.4888
2021-08-20;4.7832;4.5712;3.4696
2021-08-21;4.7616;4.5496;3.4544
2021-08-22;4.7616;4.5496;3.4544
2021-08-23;4.7616;4.5496;3.4544
2021-08-24;4.788;4.576;3.4808
2021-08-25;4.8008;4.5888;3.5248
2021-08-26;4.8136;4.6016;3.5256
2021-08-27;4.8344;4.6224;3.5264
2021-08-28;4.8592;4.6472;3.5544
2021-08-29;4.8592;4.6472;3.5544
2021-08-30;4.8592;4.6472;3.5544
2021-08-31;4.8592;4.6472;3.5544
2021-09-01;4.8656;4.6536;3.5432
2021-09-02;4.8448;4.6328;3.5312
2021-09-03;4.868;4.656;3.5544
2021-09-04;4.8704;4.6584;3.548
2021-09-05;4.8704;4.6584;3.548
2021-09-06;4.8704;4.6584;3.548
2021-09-07;4.868;4.656;3.5408
2021-09-08;4.86;4.648;3.5344
2021-09-09;4.8584;4.6464;3.5336
2021-09-10;4.8616;4.6496;3.5344
2021-09-11;4.8664;4.6544;3.5496
2021-09-12;4.8664;4.6544;3.5496
2021-09-13;4.8664;4.6544;3.5496
2021-09-14;4.8736;4.6616;3.5688
2021-09-15;4.8864;4.6744;3.5712
2021-09-16;4.9056;4.6936;3.6152
2021-09-17;4.928;4.716;3.624
2021-09-18;4.9504;4.7384;3.632
2021-09-19;4.9504;4.7384;3.632
2021-09-20;4.9504;4.7384;3.632
2021-09-21;4.9704;4.7584;3.6408
2021-09-22;4.9856;4.7736;3.632
2021-09-23;5.008;4.796;3.6736
2021-09-24;5.0328;4.8208;3.6928
2021-09-25;5.0624;4.8504;3.7128
2021-09-26;5.0624;4.8504;3.7128
2021-09-27;5.0624;4.8504;3.7128
2021-09-28;5.1016;4.8896;3.7512
2021-09-29;5.128;4.916;3.7528
2021-09-30;5.1648;4.9528;3.768
2021-10-01;5.1856;4.9736;3.8072
2021-10-02;5.1696;4.9576;3.796
2021-10-03;5.1696;4.9576;3.796
2021-10-04;5.1696;4.9576;3.796
2021-10-05;5.196;4.984;3.8352
2021-10-06;5.2384;5.0264;3.9104
2021-10-07;5.2784;5.0664;3.8968
2021-10-08;5.2768;5.0648;3.8816
2021-10-09;5.3016;5.0896;3.908
2021-10-10;5.3016;5.0896;3.908
2021-10-11;5.3016;5.0896;3.908
2021-10-12;5.3512;5.1392;3.9384
2021-10-13;5.3544;5.1424;3.9232
2021-10-14;5.3384;5.1264;3.92
2021-10-15;5.3416;5.1296;3.9176
2021-10-16;5.36;5.148;3.96
2021-10-17;5.36;5.148;3.96
2021-10-18;5.36;5.148;3.96
2021-10-19;5.3712;5.1592;3.9496
2021-10-20;5.3624;5.1504;3.9384
2021-10-21;5.3768;5.1648;3.9392
2021-10-22;5.3632;5.1512;3.9304
2021-10-23;5.3856;5.1736;3.9312
2021-10-24;5.3856;5.1736;3.9312
2021-10-25;5.3856;5.1736;3.9312
2021-10-26;5.4144;5.2024;3.9568
2021-10-27;5.42;5.208;3.9656
2021-10-28;5.4088;5.1968;3.9504
2021-10-29;5.3992;5.1872;3.9376
2021-10-30;5.3928;5.1808;3.9288
2021-10-31;5.3928;5.1808;3.9288
2021-11-01;5.3928;5.1808;3.9288
2021-11-02;5.3928;5.1808;3.9288
2021-11-03;5.3976;5.1856;3.908
2021-11-04;5.3752;5.1632;3.892
2021-11-05;5.3688;5.1568;3.8864
2021-11-06;5.38;5.168;3.9072
2021-11-07;5.38;5.168;3.9072
2021-11-08;5.38;5.168;3.9072
2021-11-09;5.3768;5.1648;3.912
2021-11-10;5.384;5.172;3.9216
2021-11-11;5.3976;5.1856;3.92
2021-11-12;5.3976;5.1856;3.92
2021-11-13;5.3824;5.1704;3.9048
2021-11-14;5.3824;5.1704;3.9048
2021-11-15;5.3824;5.1704;3.9048
2021-11-16;5.3328;5.1208;3.8968
2021-11-17;5.3464;5.1344;3.932
2021-11-18;5.328;5.116;3.9216
2021-11-19;5.3248;5.1128;3.912
2021-11-20;5.28;5.068;3.892
2021-11-21;5.28;5.068;3.892
2021-11-22;5.28;5.068;3.892
2021-11-23;5.32;5.108;3.9008
2021-11-24;5.3376;5.1256;3.9376
2021-11-25;5.3536;5.1416;3.9512
2021-11-26;5.3648;5.1528;3.9392
2021-11-27;5.2632;5.0512;3.8592
2021-11-28;5.2632;5.0512;3.8592
2021-11-29;5.2632;5.0512;3.8592
2021-11-30;5.2408;5.0288;3.792
